Student_ID,CP,DSA,DBMS,MP,COA,SE,CNS,OS,WEBDEV,AUTOMATA,Preference Of Elective,Alloted Elective,Marks In Alloted Elective,CGPA
SID20149419,47,84,72,66,64,94,95,63,57,84,AR_VR,AR_VR,80,72.6
SID20133435,84,98,76,73,74,87,65.8,45,49,72,CC,CC,75,72.38
SID20161974,65,94,89,45,87,90,70,53,63,74,CS,CS,61,73
SID20172108,99,91,93,54,61,86,59,47,64,76,CS,CS,69,73
SID20162474,58,71,82,99,87,60,63,75,45,86,AR_VR,AR_VR,25,72.6
SID20143221,74,87,100,58,77,49,44,53,95,94,CC,CC,72,73.1
SID20185275,72,65,79,53,55,95,100,65,81,65,CS,CS,75,73
SID20172920,99,54,78,82,69,67,57,71,98,70,ML,ML,81,74.5
SID20175090,88,97,51,88,44,98,71,85,68,88,SVV,SVV,63,77.8
SID20177842,78,82,71,51,66,81,72,66,89,75,CC,CC,63,73.1
SID20187204,91,57,55,41,41,91,65.7,90,92,99,CS,CS,54,72.27
SID20144956,97,77,67,98,86,100,92,77,95,100,IOT,IOT,47,88.9
SID20187615,61,65,61,75,79,87,79,71,84,83,ML,ML,76,74.5
SID20144963,67,55,71,51,50,59,97,40,45,95,NLP,NLP,100,63
SID20185278,75,64,75,76,69,76,65,100,59,67,AR_VR,AR_VR,44,72.6
SID20164036,67,86,91,97,93,71,65,72,65,66,SVV,SVV,85,77.3
SID20155581,70,73,76,80,61,96,58,85,40,91,CC,CC,83,73
SID20131244,61,72,96,69,79,93,71,46,82,60,CS,CS,89,72.9
SID20145061,81,61,75,68,64,61,73,75,72,51,IOT,IOT,80,68.1
SID20133106,52,51,90,94,65,77,84,82,81,68,ML,ML,54,74.4
SID20145118,77,91,59,96,81,93,84,19,76,86,NLP,NLP,82,76.2
SID20138945,42,86,89,66,97,55,48,98,99,45,AR_VR,AR_VR,79,72.5
SID20178767,55,86,64,74,100,48,89,93,42,79,CC,CC,48,73
SID20132382,45,61,62,91,94,91,52,97,69,67,CS,CS,60,72.9
SID20145153,49,41,81,76,69,68,96,60,69,65,IOT,IOT,74,67.4
SID20184060,41,100,77,80,76,93,57,95,65,60,ML,ML,47,74.4
SID20145170,90,85,84,99,67,88,49,69,43,41,NLP,NLP,47,71.5
SID20141707,95,77,64,62,62,85,97,83,29,71,AR_VR,AR_VR,86,72.5
SID20163946,99,44,60,90,74,100,72,81,85,67,SVV,SVV,94,77.2
SID20179549,54,76,42,59,90,98,86,99,68,58,CC,CC,75,73
SID20132424,63,75,53,75,86,66,61,80,98,72,CS,CS,50,72.9
SID20133797,66,75,71,64,97,92,45,40,82,92,AR_VR,AR_VR,49,72.4
SID20183126,68,68,97,99,69,91,82,96,53,46,SVV,SVV,58,76.9
SID20162867,85,62,42,78,90,76,41,92,89,75,CC,CC,66,73
SID20172379,88,92,80,63,72,74,54,54,100,52,CS,CS,88,72.9
SID20145318,63,72,73,97,41,69,99,98,79,66,IOT,IOT,92,75.7
SID20135297,65,89,77,93,41,51,61,72,97,97,ML,ML,84,74.3
SID20145417,60,96,22,22,82,60,70,59,58,89,NLP,NLP,47,61.8
SID20137424,95,56,80,79,86,69,41,49,77,92,AR_VR,AR_VR,50,72.4
SID20174079,49,72,83,41,63,82,74,100,73,92,CC,CC,63,72.9
SID20174315,95,90,83,80,80,45,97,64,43,52,CS,CS,83,72.9
SID20187995,71,92,50,100,80,56,73,97,50,55,AR_VR,AR_VR,79,72.4
SID20153139,51,70,57,97,89,80,98,47,63,76,CC,CC,73,72.8
SID20186953,70,62,77,81,83,70,94,93,40,59,CS,CS,76,72.9
SID20145582,46,79,80,56,41,42,89,64,79,68,IOT,IOT,54,64.4
SID20182250,92,70,81,66,83,88,46,59,69,89,ML,ML,59,74.3
SID20145599,80,84,62,64,55,49,52,44,85,47,NLP,NLP,66,62.2
SID20164182,47,100,67,100,62,47,62,83,92,63,AR_VR,AR_VR,67,72.3
SID20135657,45,63,79,81,76,74,49,93,82,86,CS,CS,61,72.8
SID20145652,68,97,63,60,75,71,62,89,43,73,IOT,IOT,44,70.1
SID20183021,65,46,78,88,72,53,99,54,97,89,ML,ML,70,74.1
SID20145672,41,73,78,96,97,78,45,84,50,64,NLP,NLP,41,70.6
SID20173078,72,88,57,54,94,100,48,83,45,82,AR_VR,AR_VR,49,72.3
SID20162358,51,64,61,99,89,81,72,90,74,47,CC,CC,65,72.8
SID20146835,93,79,94,81,53,57,99,41,50,81,CS,CS,73,72.8
SID20139520,81,54,82,86,93,83,41,86,72,44,AR_VR,AR_VR,76,72.2
SID20162645,64,97,74,99,48,63,89,99,48,47,CC,CC,59,72.8
SID20153251,45,81,57,44,98,59,70,96,88,90,CS,CS,64,72.8
SID20145773,84,47,68,45,94,62,57,99,44,89,IOT,IOT,63,68.9
SID20185631,68,57,90,43,87,86,89,98,79,44,ML,ML,89,74.1
SID20146340,47,95,53,83,77,95,52,60,78,100,ML,ML,85,74
SID20145831,61,47,97,58,70,53,64,46,68,44,NLP,NLP,100,60.8
SID20141991,67,93,64,89,78,80,46,90,65,50,AR_VR,AR_VR,51,72.2
SID20173191,100,85,72,70,41,64,46,85,85,80,CC,CC,49,72.8
SID20181163,75,96,81,93,56,86,44,65,83,49,CS,CS,76,72.8
SID20171963,61,80,67,50,99,47,83,91,90,54,AR_VR,AR_VR,71,72.2
SID20173300,91,93,40,99,75,85,68,69,41,67,CC,CC,59,72.8
SID20183770,95,97,53,76,45,71,75,67,68,81,CS,CS,63,72.8
SID20145917,46,84,46,43,43,53,43,77,81,40,IOT,IOT,63,55.6
SID20174705,46,45,93,87,100,91,50,80,77,71,ML,ML,84,74
SID20139106,51,70,66,85,72,55,100,55,96,77,CS,CS,86,72.7
SID20144986,71,85,55,100,69,40,99,98,59,45,AR_VR,AR_VR,24,72.1
SID20177337,74,59,69,90,94,78,64,76,75,49,CC,CC,90,72.8
SID20142568,53,98,90,75,46,71,63,63,71,97,CS,CS,63,72.7
SID20147961,98,63,40,87,55,91,69,48,71,99,AR_VR,AR_VR,91,72.1
SID20167059,43,71,99,76,95,69,86,46,65,78,CC,CC,65,72.8
SID20146071,91,92,48,62,60,66,78,45,100,85,CS,CS,60,72.7
SID20146083,77,86,96,96,77,94,88,46,76,55,IOT,IOT,79,79.1
SID20185756,100,54,71,51,68,95,92,66,50,93,ML,ML,94,74
SID20171831,87,76,78,64,87,80,41,74,95,45,CS,CS,61,72.7
SID20177541,59,81,64,49,59,89,63,71,86,100,AR_VR,AR_VR,92,72.1
SID20142550,46,85,88,60,90,99,65.5,45,60,82,CC,CC,43,72.05
SID20134704,62,88,46,59,68,96,60,70,96,82,CC,CC,96,72.7
SID20172486,77,93,45,84,54,89,91,96,45,53,CS,CS,48,72.7
SID20146265,43,52,85,76,41,94,75,96,94,83,IOT,IOT,95,73.9
SID20136701,79,63,61,82,83,55,98,87,73,58,ML,ML,66,73.9
SID20132913,53,61,100,90,89,76,74,41,80,62,CS,CS,79,72.6
SID20167870,70,63,78,89,80,67,95,67,70,60,ML,ML,53,73.9
SID20142532,43,68,46,69,94,65,84,62,96,99,CS,CS,49,72.6
SID20157171,77,48,88,82,75,75,93,99,40,43,AR_VR,AR_VR,79,72
SID20139569,75,48,97,68,87,97,40,61,69,85,CC,CC,48,72.7
SID20146342,20,76,95,61,63,97,75,88,76,75,CS,CS,99,72.6
SID20181383,58,82,92,97,44,72,97,59,65,54,AR_VR,AR_VR,58,72
SID20143107,100,100,92,81,54,64,40,97,43,56,CC,CC,89,72.7
SID20138918,99,88,75,73,84,48,47,55,82,74,CS,CS,47,72.5
SID20162918,63,94,96,80,63,64,61,93,46,78,ML,ML,73,73.8
SID20142984,90,29,64,57,98,79,66,77,95,70,CS,CS,74,72.5
SID20156104,50,99,63,73,79,100,40,65,79,71,AR_VR,AR_VR,47,71.9
SID20151403,80,94,83,52,70,65,44,67,93,79,CC,CC,47,72.7
SID20187653,90,83,62,54,100,56,82,59,76,65,CC,CC,66,72.7
SID20145851,46,71,54,89,92,77,43,92,90,71,CS,CS,88,72.5
SID20146534,72,70,85,85,62,91,65,57,54,84,IOT,IOT,98,72.5
SID20182774,48,100,76,100,98,44,67,79,49,77,ML,ML,88,73.8
SID20132672,82,85,72,97,51,41,61,93,94,50,CC,CC,97,72.6
SID20147103,77,56,95,92,99,40,53,41,76,96,CS,CS,19,72.5
SID20162967,53,86,100,79,80,44,51,71,93,62,AR_VR,AR_VR,96,71.9
SID20135792,84,84,68,99,80,73,67,55,45,71,CC,CC,78,72.6
SID20149387,56,100,62,72,56,96,70,85,75,53,CS,CS,77,72.5
SID20153949,87,87,86,77,76,87,62,67,51,57,ML,ML,91,73.7
SID20156110,88,52,44,95,75,64,94,56,61,96,CS,CS,51,72.5
SID20146693,77,44,57,57,51,54,93,92,50,55,IOT,IOT,43,63
SID20157513,100,70,44,71,100,88,47,87,54,76,ML,ML,80,73.7
SID20144696,65,65,47,83,86,73,86,88,50,83,CC,CC,95,72.6
SID20175653,58,78,79,28,55,82,69,94,82,100,CS,CS,42,72.5
SID20181127,85,47,60,74,79,62,90,82,96,44,AR_VR,AR_VR,91,71.9
SID20149758,72,72,94,93,78,41,59,70,61,86,CC,CC,98,72.6
SID20181855,93,62,87,62,91,52,65,62,84,67,CS,CS,53,72.5
SID20176819,73,55,93,90,75,76,65.2,63,47,80,CS,CS,93,71.72
SID20146197,61,58,71,49,64,97,85,64,95,73,AR_VR,AR_VR,83,71.7
SID20152921,46,43,42,92,87,78,94,83,69,92,CC,CC,75,72.6
SID20162159,91,83,94,94,40,75,44,78,51,74,CS,CS,96,72.4
SID20184041,93,60,88,90,47,82,66,51,68,92,ML,ML,95,73.7
SID20146935,49,47,78,66,59,95,63,76,71,95,IOT,IOT,80,69.9
SID20136079,91,75,58,89,55,50,91,97,75,55,ML,ML,93,73.6
SID20151398,49,97,72,69,88,95,61,65,47,80,CS,CS,64,72.3
SID20152256,61,61,89,82,100,46,67,77,81,53,AR_VR,AR_VR,93,71.7
SID20153578,69,83,80,64,54,64,89,74,85,64,CC,CC,62,72.6
SID20155129,71,54,81,82,81,55,50,77,84,88,CS,CS,51,72.3
SID20173880,54,87,60,74,71,71,60,67,92,81,AR_VR,AR_VR,54,71.7
SID20174481,44,77,93,61,85,63,93,73,72,65,CC,CC,42,72.6
SID20172003,91,74,85,65,68,92,74,46,85,43,CS,CS,96,72.3
SID20148359,65,62,98,91,57,95,64,74,54,76,ML,ML,83,73.6
SID20187805,78,66,69,83,63,73,65,49,85,84,CS,CS,66,71.5
SID20137257,69,92,53,41,59,53,92,98,92,67,AR_VR,AR_VR,52,71.6
SID20177877,81,74,91,71,99,72,46,46,47,99,CC,CC,77,72.6
SID20179414,62,96,57,93,60,90,98,56,74,40,CC,CC,56,72.6
SID20143769,52,84,79,92,71,54,78,71,85,56,CS,CS,62,72.2
SID20147247,88,78,85,63,60,73,53,57,75,42,IOT,IOT,87,67.4
SID20183271,99,99,94,77,43,50,62,80,66,66,ML,ML,55,73.6
SID20133084,48,63,89,85,58,75,71,96,99,41,CC,CC,46,72.5
SID20146665,84,48,86,52,94,68,24,85,83,98,CS,CS,46,72.2
SID20146458,58,67,68,73,89,59,72,64,81,85,AR_VR,AR_VR,92,71.6
SID20172823,82,90,66,84,97,54,94,46,58,54,CC,CC,74,72.5
SID20188416,59,80,58,86,74,96,58,63,66,82,CS,CS,70,72.2
SID20184763,96,77,54,25,54,87,93,90,72,88,ML,ML,87,73.6
SID20139763,51,46,54,95,86,94,91,47,76,81,CS,CS,46,72.1
SID20131314,82,72,57,87,61,68,71,74,45,98,AR_VR,AR_VR,100,71.5
SID20166842,64,46,97,84,69,95,46,82,86,56,CC,CC,41,72.5
SID20143483,47,84,85,67,65,50,75,86,64,98,CS,CS,81,72.1
SID20147487,46,83,68,96,85,81,47,78,92,42,IOT,IOT,97,71.8
SID20156764,84,55,93,77,73,85,86,40,60,81,ML,ML,42,73.4
SID20131231,64,77,97,62,100,54,52,96,66,56,CC,CC,97,72.4
SID20167300,74,95,53,80,68,43,78,62,80,88,CS,CS,55,72.1
SID20142159,56,80,50,78,47,70,67,97,73,97,AR_VR,AR_VR,92,71.5
SID20157679,94,100,88,68,50,97,52,52,62,61,CC,CC,53,72.4
SID20184507,89,62,60,72,60,77,69,54,88,90,CS,CS,94,72.1
SID20144380,63,83,74,57,64,75,88,83,75,58,CS,CS,41,72
SID20143003,91,69,66,88,69,48,43,87,82,72,AR_VR,AR_VR,63,71.5
SID20184114,53,65,81,84,90,64,75,78,79,55,CC,CC,57,72.4
SID20154633,43,66,55,87,69,96,46,99,62,97,CS,CS,56,72
SID20178201,83,89,65,80,80,49,70,54,87,77,ML,ML,78,73.4
SID20154800,51,69,91,82,46,90,45,87,65,94,CS,CS,78,72
SID20143093,65,75,74,90,97,72,52,72,95,23,AR_VR,AR_VR,74,71.5
SID20186988,59,47,68,85,74,68,99,95,50,79,CC,CC,78,72.4
SID20163789,57,54,86,60,63,92,93,82,84,49,CS,CS,94,72
SID20147787,61,98,87,64,84,76,61,70,64,97,IOT,IOT,57,76.2
SID20189908,71,90,73,54,81,95,83,60,87,40,ML,ML,68,73.4
SID20178120,42,43,89,80,80,90,58,85,89,64,CS,CS,64,72
SID20147803,46,56,69,68,71,56,46,94,46,81,IOT,IOT,41,63.3
SID20133006,44,76,92,63,86,64,52,91,86,79,ML,ML,93,73.3
SID20143524,46,100,47,78,78,87,50,97,77,63,CC,CC,77,72.3
SID20178229,92,57,90,88,90,49,41,43,92,78,CS,CS,72,72
SID20143823,77,61,84,78,92,58,90,50,74,51,AR_VR,AR_VR,52,71.5
SID20145691,61,81,76,68,85,55,60,95,68,74,CC,CC,96,72.3
SID20186609,80,92,83,52,65,74,80,44,58,92,CS,CS,73,72
SID20136284,87,91,55,90,84,74,67,56,72,43,CS,CS,54,71.9
SID20134409,43,68,84,92,59,77,49,99,80,63,AR_VR,AR_VR,68,71.4
SID20178039,50,47,88,93,58,80,94,52,93,68,CC,CC,61,72.3
SID20146985,81,41,85,84,80,83,57,57,95,56,CS,CS,76,71.9
SID20169225,51,45,86,67,89,84,86,98,27,100,ML,ML,79,73.3
SID20169927,76,50,96,85,92,99,40,65,66,98,SVV,SVV,45,76.7
SID20133342,66,83,79,56,60,43,61,86,92,96,CC,CC,72,72.2
SID20163252,28,67,63,85,96,79,86,87,77,51,CS,CS,45,71.9
SID20148169,54,87,94,58,90,100,48,94,58,65,IOT,IOT,55,74.8
SID20177762,98,58,58,92,59,43,74,67,97,87,ML,ML,70,73.3
SID20148178,58,51,61,43,95,99,75,54,95,61,NLP,NLP,64,69.2
SID20166638,42,80,79,100,46,95,48,93,40,91,AR_VR,AR_VR,97,71.4
SID20153013,69,83,84,91,75,83,79,80,61,61,SVV,SVV,58,76.6
SID20149201,77,91,70,64,68,66,87,60,93,46,CC,CC,91,72.2
SID20165112,89,76,85,100,98,65,41,63,57,45,CS,CS,60,71.9
SID20148305,84,71,76,45,66,47,55,64,97,54,IOT,IOT,80,65.9
SID20178709,82,48,80,75,84,40,68,94,63,99,ML,ML,68,73.3
SID20148325,72,99,69,41,84,69,60,42,79,61,NLP,NLP,47,67.6
SID20178386,94,96,73,97,71,66,47,66,48,56,AR_VR,AR_VR,55,71.4
SID20156747,98,70,67,95,53,51,74,81,47,86,CC,CC,76,72.2
SID20184988,57,90,94,46,53,66,90,99,79,45,CS,CS,62,71.9
SID20148356,96,70,66,60,71,100,49,52,81,44,IOT,IOT,55,68.9
SID20183148,90,78,85,61,79,81,62,81,60,56,ML,ML,44,73.3
SID20148365,70,96,89,65,90,75,67,76,55,63,NLP,NLP,80,74.6
SID20133262,98,69,53,55,42,70,71,66,93,96,AR_VR,AR_VR,68,71.3
SID20148424,68,91,61,73,75,97,93,95,60,52,SVV,SVV,45,76.5
SID20163094,92,77,91,62,92,63,89,46,66,44,CC,CC,55,72.2
SID20186029,93,59,98,52,98,48,52,45,89,85,CS,CS,59,71.9
SID20135312,59,88,90,69,43,60,80,98,82,44,AR_VR,AR_VR,97,71.3
SID20184570,82,73,92,96,98,83,51,53,81,56,SVV,SVV,49,76.5
SID20174650,76,90,48,75,59,55,75,96,74,74,CC,CC,76,72.2
SID20189575,83,96,54,67,82,41,67,60,83,86,CS,CS,54,71.9
SID20148523,53,53,66,90,77,42,40,95,96,97,IOT,IOT,87,70.9
SID20142918,88,65,79,41,77,67,97,66,92,60,ML,ML,85,73.2
SID20148547,70,40,88,62,95,63,65,44,87,76,NLP,NLP,79,69
SID20164954,94,79,56,89,87,58,69,60,40,81,AR_VR,AR_VR,43,71.3
SID20163696,67,56,55,66,96,90,61,82,79,69,CC,CC,54,72.1
SID20156373,96,96,56,58,84,80,47,68,73,60,CS,CS,85,71.8
SID20174204,84,51,93,68,81,66,66,92,56,56,AR_VR,AR_VR,98,71.3
SID20135469,72,73,45,100,86,64,84,87,25,84,CC,CC,81,72
SID20173055,77,86,69,55,70,82,41,89,78,71,CS,CS,63,71.8
SID20148623,51,29,97,77,87,66,49,79,64,85,IOT,IOT,58,68.4
SID20158967,61,61,80,85,67,68,81,75,73,81,ML,ML,100,73.2
SID20148648,46,75,61,58,40,62,75,23,43,65,NLP,NLP,57,54.8
SID20186174,88,83,46,93,71,96,64.1,42,56,66,AR_VR,AR_VR,68,70.51
SID20187847,86,72,66,62,65,86,43,85,98,55,CS,CS,63,71.8
SID20148725,96,86,85,71,52,47,100,60,100,55,IOT,IOT,63,75.2
SID20165755,93,54,87,75,75,46,75,84,97,46,ML,ML,80,73.2
SID20148765,44,74,80,74,41,48,43,43,63,98,NLP,NLP,52,60.8
SID20153340,62,69,88,56,79,94,83,67,74,40,AR_VR,AR_VR,63,71.2
SID20136752,53,73,71,88,74,85,57,76,69,74,CC,CC,78,72
SID20133872,55,60,82,58,79,84,81,49,78,91,CS,CS,99,71.7
SID20176846,95,96,62,56,57,65,81,97,80,23,AR_VR,AR_VR,81,71.2
SID20138501,52,83,44,96,90,93,68,43,53,98,CC,CC,99,72
SID20181783,90,62,62,72,70,40,93,90,97,41,CS,CS,53,71.7
SID20148959,61,66,68,69,99,96,71,27,61,73,IOT,IOT,77,69.1
SID20183828,96,73,59,75,56,98,49,74,52,100,ML,ML,46,73.2
SID20167367,67,65,89,75,63,86,54,91,43,98,ML,ML,54,73.1
SID20148994,41,93,75,94,50,76,55,93,99,64,NLP,NLP,78,74
SID20158240,45,85,47,93,80,87,64,54,53,96,AR_VR,AR_VR,47,70.4
SID20139610,88,56,55,97,59,98,96,57,40,74,CC,CC,41,72
SID20189700,94,70,84,45,58,46,86,92,77,65,CS,CS,71,71.7
SID20137440,61,64,92,67,44,71,100,100,64,48,AR_VR,AR_VR,83,71.1
SID20147265,41,75,96,85,89,80,87,52,42,73,CC,CC,47,72
SID20139701,85,75,40,53,84,99,100,56,53,71,CS,CS,97,71.6
SID20149131,45,71,81,79,80,46,72,58,42,97,IOT,IOT,49,67.1
SID20162655,67,67,92,80,93,98,81,65,42,45,ML,ML,46,73
SID20154093,65,95,62,73,65,99,47,51,83,76,CS,CS,61,71.6
SID20141779,96,93,61,93,67,48,45,45,85,78,AR_VR,AR_VR,45,71.1
SID20153658,65,78,41,86,97,55,75,59,77,87,CC,CC,46,72
SID20156775,64,70,93,77,47,41,72,78,80,94,CS,CS,73,71.6
SID20146860,79,88,42,99,72,68,61,86,43,73,AR_VR,AR_VR,96,71.1
SID20184382,59,100,83,76,43,74,73,93,46,73,CC,CC,65,72
SID20173147,83,97,86,53,84,47,83,56,83,44,CS,CS,83,71.6
SID20149271,93,87,98,75,45,90,42,79,41,75,IOT,IOT,91,72.5
SID20184759,92,69,94,84,57,55,100,52,71,56,ML,ML,55,73
SID20187760,56,91,68,42,72,99,55,81,96,56,CS,CS,62,71.6
SID20156211,59,86,42,86,70,62,86,61,74,85,AR_VR,AR_VR,61,71.1
SID20157929,44,82,59,72,97,84,52,70,84,75,CC,CC,95,71.9
SID20158728,62,83,84,90,93,69,80,56,58,44,CC,CC,93,71.9
SID20132744,57,49,78,64,96,91,68,62,53,97,CS,CS,78,71.5
SID20149390,64,92,60,73,97,66,59,77,42,100,IOT,IOT,92,73
SID20134899,77,91,52,82,43,61,71,89,90,73,ML,ML,71,72.9
SID20142996,49,60,90,70,81,48,55,92,77,93,CS,CS,20,71.5
SID20181464,60,50,88,79,80,59,59,83,87,66,AR_VR,AR_VR,58,71.1
SID20162250,40,89,97,93,79,75,83,40,80,43,CC,CC,98,71.9
SID20146645,59,98,62,77,68,73,45,68,65,100,CS,CS,69,71.5
SID20139839,73,43,62,91,41,81,61,85,97,76,AR_VR,AR_VR,100,71
SID20171493,47,88,61,83,98,81,84,76,40,61,CC,CC,76,71.9
SID20164758,47,89,75,88,57,91,51,66,59,92,CS,CS,100,71.5
SID20148985,88,91,99,72,79,95,44,42,51,68,ML,ML,95,72.9
SID20187973,82,96,46,71,59,82,56,81,87,55,CS,CS,55,71.5
SID20146962,42,78,100,21,61,58,83,89,79,99,AR_VR,AR_VR,40,71
SID20173309,68,75,55,86,55,51,59,80,93,97,CC,CC,66,71.9
SID20176880,93,49,86,76,85,80,86,45,54,65,CC,CC,53,71.9
SID20135775,63,94,80,72,47,98,44,84,69,63,CS,CS,53,71.4
SID20149616,89,46,74,67,55,77,60.9,94,65,42,IOT,IOT,47,66.99
SID20161696,56,99,73,59,89,91,68,44,100,50,ML,ML,75,72.9
SID20187855,95,51,71,65,68,69,70,51,98,81,CC,CC,48,71.9
SID20138432,51,71,97,97,71,66,70,84,61,46,CS,CS,84,71.4
SID20159958,100,70,93,71,74,53,71,40,46,91,AR_VR,AR_VR,85,70.9
SID20166498,100,73,99,81,69,91,55,51,55,45,CC,CC,83,71.9
SID20147222,50,70,95,49,47,52,69,87,100,95,CS,CS,58,71.4
SID20179496,93,81,100,84,48,87,42,56,43,95,ML,ML,86,72.9
SID20173627,82,91,88,99,46,53,74,29,80,72,CS,CS,70,71.4
SID20153308,85,98,42,100,52,67,50,55,69,90,AR_VR,AR_VR,63,70.8
SID20133276,94,41,96,78,68,93,53,75,59,61,CC,CC,91,71.8
SID20181284,46,100,60,56,86,51,91,100,45,79,CS,CS,87,71.4
SID20149935,60,46,68,85,89,96,40,60,100,99,IOT,IOT,64,74.3
SID20184223,60,52,57,94,94,99,61,60,94,57,ML,ML,62,72.8
SID20138886,81,86,93,70,75,40,69,91,60,53,CC,CC,95,71.8
SID20178074,70,46,100,95,68,42,64.2,84,49,88,CS,CS,86,70.62
SID20179698,55,47,81,45,70,66,87,93,88,76,AR_VR,AR_VR,97,70.8
SID20179139,42,86,59,70,70,72,96,78,64,81,CC,CC,80,71.8
SID20139193,40,62,62,100,71,87,78,95,62,56,CS,CS,55,71.3
SID20144484,66,46,57,53,89,66,83,87,78,88,CS,CS,74,71.3
SID20131754,82,84,57,41,98,59,44,83,76,83,AR_VR,AR_VR,85,70.7
SID20165370,72,98,87,43,69,47,99,80,68,55,CC,CC,95,71.8
SID20184285,91,49,69,63,52,50,96,80,90,73,CS,CS,58,71.3
SID20184773,84,73,98,73,47,85,64,83,48,73,ML,ML,92,72.8
SID20132222,90,68,40,74,87,96,71,71,61,54,CS,CS,42,71.2
SID20134923,64,73,57,96,77,45,58,68,96,73,AR_VR,AR_VR,82,70.7
SID20154241,49,70,100,69,75,70,99,61,54,70,CC,CC,43,71.7
SID20136638,40,94,72,76,52,52,82,97,56,91,CS,CS,89,71.2
SID20151289,99,70,79,88,83,56,47,45,48,95,IOT,IOT,46,71
SID20139695,44,67,50,75,74,95,80,93,75,74,ML,ML,95,72.7
SID20136814,43,67,51,49,95,96,68,89,73,81,CS,CS,78,71.2
SID20151325,43,78,98,97,55,78,57,91,54,43,IOT,IOT,57,69.4
SID20143163,57,94,92,85,41,60,50,73,85,90,ML,ML,96,72.7
SID20157860,84,68,77,59,42,81,68,94,54,90,CC,CC,50,71.7
SID20142488,99,52,85,61,93,80,90,52,49,51,CS,CS,73,71.2
SID20135897,52,94,51,97,42,91,99,48,68,65,AR_VR,AR_VR,49,70.7
SID20136812,75,54,73,84,59,98,68,51,66,88,CC,CC,42,71.6
SID20155585,51,79,53,65,46,99,89,63,74,93,CS,CS,91,71.2
SID20157994,74,98,61,71,63,77,57,74,54,83,CS,CS,93,71.2
SID20157547,83,56,47,90,61,57,44,91,81,97,AR_VR,AR_VR,47,70.7
SID20147463,53,49,85,64,88,94,69,73,54,87,CC,CC,64,71.6
SID20186680,90,46,94,50,76,70,59,69,76,82,CS,CS,98,71.2
SID20175166,60,61,76,55,91,94,75,61,76,78,ML,ML,75,72.7
SID20151557,77,80,70,65,89,55,41,92,44,56,IOT,IOT,80,66.9
SID20184276,99,89,57,65,47,79,91,97,63,40,ML,ML,52,72.7
SID20189447,56,72,58,95,96,44,85,85,44,77,CS,CS,83,71.2
SID20165909,73,62,97,90,58,73,43,45,99,67,AR_VR,AR_VR,52,70.7
SID20155618,85,55,99,64,60,59,85,98,40,71,CC,CC,92,71.6
SID20189878,74,92,98,40,77,99,65,77,44,46,CS,CS,78,71.2
SID20155093,61,89,68,98,20,72,79,62,60,97,AR_VR,AR_VR,92,70.6
SID20155894,99,62,85,99,63,24,60,79,68,77,CC,CC,61,71.6
SID20142793,67,89,72,43,83,88,57,44,68,100,CS,CS,93,71.1
SID20156165,91,100,92,81,55,46,65.3,57,60,71,ML,ML,71,71.83
SID20151694,78,80,99,54,44,52,41,75,99,89,CS,CS,70,71.1
SID20172213,94,55,90,41,67,91,69,87,71,41,AR_VR,AR_VR,44,70.6
SID20159054,63,91,43,77,59,57,96,85,57,88,CC,CC,87,71.6
SID20173720,68,80,97,48,49,74,92,71,60,77,CC,CC,78,71.6
SID20154045,90,94,41,90,83,53,64,49,97,50,CS,CS,67,71.1
SID20151789,86,75,45,83,94,97,95,84,54,58,IOT,IOT,69,77.1
SID20146939,87,93,74,96,56,70,90,44,68,47,ML,ML,78,72.5
SID20173903,94,61,89,99,42,55,72,86,67,51,CC,CC,50,71.6
SID20155073,79,43,82,55,85,87,42,70,78,90,CS,CS,64,71.1
SID20132211,59,42,71,72,64,54,81,97,83,82,AR_VR,AR_VR,44,70.5
SID20181256,73,93,45,58,78,77,67,70,64,91,CC,CC,58,71.6
SID20159327,53,69,69,61,95,70,97,54,62,81,CS,CS,44,71.1
SID20151945,45,53,95,87,89,51,93,100,53,59,ML,ML,71,72.5
SID20159554,85,83,55,81,42,91,80,61,49,84,CS,CS,48,71.1
SID20142970,42,48,67,89,99,85,77,71,81,46,AR_VR,AR_VR,55,70.5
SID20149378,54,91,54,92,70,82,40,68,95,69,CC,CC,92,71.5
SID20166648,97,55,56,84,97,46,93,84,52,47,CS,CS,75,71.1
SID20152050,59,76,85,94,94,78,55,55,72,67,IOT,IOT,69,73.5
SID20155988,88,53,97,45,83,44,100,79,87,49,ML,ML,75,72.5
SID20151700,82,81,81,45,97,55,80,44,100,50,CC,CC,48,71.5
SID20167820,48,84,97,75,57,43,69,58,87,93,CS,CS,55,71.1
SID20144760,80,96,56,79,40,74,82,95,41,61,AR_VR,AR_VR,53,70.4
SID20165684,58,41,64,52,85,61,99,98,81,75,CC,CC,45,71.4
SID20178308,68,77,99,92,49,41,80,61,75,69,CS,CS,58,71.1
SID20145230,48,93,84,41,70,83,95,74,25,97,CS,CS,70,71
SID20166276,89,51,48,45,98,63,82,80,84,64,AR_VR,AR_VR,49,70.4
SID20154793,47,49,53,88,96,61,94,80,96,49,CC,CC,85,71.3
SID20162498,86,85,93,53,58,45,99,44,99,48,CS,CS,43,71
SID20157074,72,88,63,65,72,70,100,76,61,58,ML,ML,90,72.5
SID20179891,53,50,84,84,41,63,87,77,87,84,CS,CS,91,71
